method,model,language,project,func_name,id,side
cara,70B,java,oblac/jodd,Format.toPrettyString,424,0.10908515751361847
cara,70B,java,oblac/jodd,JavaInfo.buildJrePackages,425,0.960759699344635
cara,70B,java,oblac/jodd,SystemUtil.get,426,0.3193034827709198
cara,70B,java,oblac/jodd,SystemUtil.getBoolean,427,0.4234471917152405
cara,70B,java,oblac/jodd,SystemUtil.getInt,428,0.5471353530883789
cara,70B,java,oblac/jodd,SystemUtil.getLong,429,0.551945686340332
cara,70B,java,oblac/jodd,Format.alignLeftAndPad,430,0.9715313911437988
cara,70B,java,oblac/jodd,Node.findChildNodeWithName,431,0.07002928853034973
cara,70B,java,oblac/jodd,Node.filterChildNodes,432,0.9357049465179443
cara,70B,java,oblac/jodd,AuthAction.tokenAsJson,433,0.9121160507202148
cara,70B,java,oblac/jodd,UserSession.stop,434,0.9729620218276978
cara,70B,java,oblac/jodd,UserSession.start,435,0.9840954542160034
cara,70B,java,oblac/jodd,AuthInterceptor.authenticateUserViaHttpSession,436,-0.22669091820716858
cara,70B,java,oblac/jodd,AuthInterceptor.authenticateUserViaToken,437,-0.17233064770698547
cara,70B,java,oblac/jodd,AuthInterceptor.authenticateUserViaBasicAuth,438,0.016009461134672165
cara,70B,java,oblac/jodd,ServletUtil.resolveAuthBearerToken,439,0.30555298924446106
cara,70B,java,oblac/jodd,WebApp.withActionConfig,440,0.9548579454421997
cara,70B,java,oblac/jodd,WebApp.configureDefaults,441,0.990001916885376
cara,70B,java,oblac/jodd,ActionConfigManager.bindAnnotationConfig,442,0.9767175912857056
cara,70B,java,oblac/jodd,ActionConfigManager.registerNewActionConfiguration,443,0.9614642858505249
cara,70B,java,oblac/jodd,ActionConfigManager.lookup,444,0.9390864372253418
cara,70B,java,oblac/jodd,ActionConfigManager.with,445,0.953350841999054
cara,70B,java,oblac/jodd,JsonResult.of,446,-0.36042672395706177
cara,70B,java,oblac/jodd,TypeCache.createDefault,447,0.7294607758522034
cara,70B,java,oblac/jodd,DbOomQuery.preprocessSql,448,-0.43630680441856384
cara,70B,java,oblac/jodd,DbOomQuery.populateGeneratedKeys,449,0.7942171096801758
cara,70B,java,oblac/jodd,DbOom.connect,450,0.8435851335525513
cara,70B,java,oblac/jodd,TypeData.resolveRealName,451,0.09831199795007706
cara,70B,java,oblac/jodd,TypeData.resolveJsonName,452,0.1861947774887085
cara,70B,java,oblac/jodd,MailSession.setupSystemMailProperties,453,0.9285714626312256
cara,70B,java,oblac/jodd,BeanData.invokeInitMethods,454,0.986578106880188
cara,70B,java,oblac/jodd,BeanData.callDestroyMethods,455,0.9663240909576416
cara,70B,java,oblac/jodd,BeanData.newBeanInstance,456,0.9820426106452942
cara,70B,java,oblac/jodd,BeanData.injectParams,457,0.945185661315918
cara,70B,java,oblac/jodd,JoyMadvoc.printRoutes,458,0.8303618431091309
cara,70B,java,oblac/jodd,MethodWriter.endCurrentBasicBlockWithNoSuccessor,459,0.21239833533763885
cara,70B,java,oblac/jodd,MethodWriter.computeMethodInfoSize,460,-0.04162651300430298
cara,70B,java,oblac/jodd,MethodWriter.collectAttributePrototypes,461,0.9384291172027588
cara,70B,java,oblac/jodd,ByteVector.enlarge,462,0.42960038781166077
cara,70B,java,oblac/jodd,ClassReader.readStream,463,-0.40231871604919434
cara,70B,java,oblac/jodd,ClassReader.readLabel,464,-0.2843295633792877
cara,70B,java,oblac/jodd,ClassReader.readTypeAnnotations,465,-0.6836451292037964
cara,70B,java,oblac/jodd,ClassReader.getTypeAnnotationBytecodeOffset,466,0.1547093242406845
cara,70B,java,oblac/jodd,ClassReader.readParameterAnnotations,467,-0.8112770915031433
cara,70B,java,oblac/jodd,ClassReader.readElementValues,468,0.8212488889694214
cara,70B,java,oblac/jodd,ClassReader.readVerificationTypeInfo,469,0.9285812377929688
cara,70B,java,oblac/jodd,CurrentFrame.execute,470,-0.41090771555900574
cara,70B,java,oblac/jodd,ClassWriter.toByteArray,471,-0.15421079099178314
cara,70B,java,oblac/jodd,ClassWriter.getAttributePrototypes,472,-0.2169424593448639
cara,70B,java,oblac/jodd,Frame.getAbstractTypeFromApiFormat,473,0.9332280158996582
cara,70B,java,oblac/jodd,Frame.setInputFrameFromApiFormat,474,0.13792434334754944
cara,70B,java,oblac/jodd,Handler.removeRange,475,0.7593833208084106
cara,70B,java,oblac/jodd,Handler.getExceptionTableLength,476,0.8457316756248474
cara,70B,java,oblac/jodd,MethodVisitor.visitParameter,477,0.9541974067687988
cara,70B,java,oblac/jodd,MethodVisitor.visitAnnotation,478,0.9784556031227112
cara,70B,java,oblac/jodd,MethodVisitor.visitTypeAnnotation,479,0.9892549514770508
cara,70B,java,oblac/jodd,MethodVisitor.visitParameterAnnotation,480,0.9603197574615479
cara,70B,java,oblac/jodd,MethodVisitor.visitTypeInsn,481,-0.2085280418395996
cara,70B,java,oblac/jodd,MethodVisitor.visitFieldInsn,482,-0.17830795049667358
cara,70B,java,oblac/jodd,MethodVisitor.visitMethodInsn,483,-0.5737308263778687
cara,70B,java,oblac/jodd,MethodVisitor.visitInvokeDynamicInsn,484,-0.5533909797668457
cara,70B,java,oblac/jodd,MethodVisitor.visitJumpInsn,485,-0.28683382272720337
cara,70B,java,oblac/jodd,MethodVisitor.visitTableSwitchInsn,486,0.9850477576255798
cara,70B,java,oblac/jodd,MethodVisitor.visitLookupSwitchInsn,487,0.7030537724494934
cara,70B,java,oblac/jodd,MethodVisitor.visitMultiANewArrayInsn,488,0.9372921586036682
cara,70B,java,oblac/jodd,MethodVisitor.visitTryCatchBlock,489,0.8652365207672119
cara,70B,java,oblac/jodd,MethodVisitor.visitLocalVariable,490,-0.2116706520318985
cara,70B,java,oblac/jodd,MethodVisitor.visitLocalVariableAnnotation,491,0.9789133667945862
cara,70B,java,oblac/jodd,MethodVisitor.visitLineNumber,492,0.30785638093948364
cara,70B,java,oblac/jodd,SymbolTable.copyBootstrapMethods,493,0.8504687547683716
cara,70B,java,oblac/jodd,SymbolTable.setMajorVersionAndClassName,494,-0.03491077199578285
cara,70B,java,oblac/jodd,SymbolTable.putBootstrapMethods,495,0.6928858160972595
cara,70B,java,oblac/jodd,SymbolTable.addConstant,496,0.8654943704605103
cara,70B,java,oblac/jodd,SymbolTable.addConstantMethodref,497,0.002269711811095476
cara,70B,java,oblac/jodd,SymbolTable.addConstantMemberReference,498,0.015015481039881706
cara,70B,java,oblac/jodd,SymbolTable.addConstantMemberReference,499,0.918664813041687
cara,70B,java,orientechnologies/orientdb,OBinarySerializerFactory.getObjectSerializer,500,-0.7803919911384583
cara,70B,java,orientechnologies/orientdb,OBinarySerializerFactory.getObjectSerializer,501,0.9477566480636597
cara,70B,java,orientechnologies/orientdb,ODatabaseImport.processBrokenRids,502,0.8344401121139526
cara,70B,java,orientechnologies/orientdb,OCommandExecutorSQLCreateIndex.execute,503,-0.8671905994415283
cara,70B,java,orientechnologies/orientdb,OCommandExecutorSQLInsert.execute,504,-0.6675728559494019
cara,70B,java,orientechnologies/orientdb,OClientConnectionManager.connect,505,0.964405357837677
cara,70B,java,orientechnologies/orientdb,OClientConnectionManager.connect,506,-0.10960693657398224
cara,70B,java,orientechnologies/orientdb,OClientConnectionManager.getConnection,507,-0.13276635110378265
cara,70B,java,orientechnologies/orientdb,OClientConnectionManager.kill,508,-0.08311855792999268
cara,70B,java,orientechnologies/orientdb,OClientConnectionManager.interrupt,509,0.8754414916038513
cara,70B,java,orientechnologies/orientdb,OClientConnectionManager.disconnect,510,0.9167639017105103
cara,70B,java,orientechnologies/orientdb,OClientConnectionManager.pushDistribCfg2Clients,511,0.7905550003051758
cara,70B,java,orientechnologies/orientdb,FrequencySketch.reset,512,0.9659426808357239
cara,70B,java,orientechnologies/orientdb,FrequencySketch.indexOf,513,0.94185471534729
cara,70B,java,orientechnologies/orientdb,FrequencySketch.spread,514,0.89821457862854
cara,70B,java,orientechnologies/orientdb,StripedBuffer.advanceProbe,515,-0.06954770535230637
cara,70B,java,orientechnologies/orientdb,Orient.initShutdownQueue,516,-0.24066217243671417
cara,70B,java,orientechnologies/orientdb,Orient.getEngine,517,0.9366927742958069
cara,70B,java,orientechnologies/orientdb,OClusterBasedStorageConfiguration.toStream,518,0.896950900554657
cara,70B,java,orientechnologies/orientdb,OHttpResponse.compress,519,-0.2888733446598053
cara,70B,java,orientechnologies/orientdb,OStorageRemote.command,520,0.973217785358429
cara,70B,java,orientechnologies/orientdb,OStorageRemote.endRequest,521,0.9802368879318237
cara,70B,java,orientechnologies/orientdb,OStorageRemote.addHost,522,-0.11101875454187393
cara,70B,java,orientechnologies/orientdb,OStorageRemote.beginRequest,523,0.9836184978485107
cara,70B,java,orientechnologies/orientdb,OStorageConfigurationImpl.load,524,0.9752629995346069
cara,70B,java,orientechnologies/orientdb,OStorageConfigurationImpl.toStream,525,0.9066887497901917
cara,70B,java,orientechnologies/orientdb,OSBTreeBucketSingleValue.getValue,526,0.9408986568450928
cara,70B,java,orientechnologies/orientdb,Bucket.getValues,527,0.8018199801445007
cara,70B,java,orientechnologies/orientdb,Bucket.getValues,528,0.8154221177101135
cara,70B,java,orientechnologies/orientdb,OIndexFullText.put,529,-0.018086740747094154
cara,70B,java,orientechnologies/orientdb,OIndexFullText.remove,530,0.9779906272888184
cara,70B,java,orientechnologies/orientdb,OIndexManagerShared.createIndex,531,-0.41204920411109924
cara,70B,java,orientechnologies/orientdb,OIndexManagerShared.toStream,532,-0.47448787093162537
cara,70B,java,orientechnologies/orientdb,ODatabaseDocumentAbstract.delete,533,0.9902199506759644
cara,70B,java,orientechnologies/orientdb,ODatabaseDocumentAbstract.callbackHooks,534,-0.3583633303642273
cara,70B,java,orientechnologies/orientdb,ODatabaseDocumentAbstract.delete,535,0.8951743841171265
cara,70B,java,orientechnologies/orientdb,ODatabaseDocumentAbstract.executeHideRecord,536,0.8859942555427551
cara,70B,java,orientechnologies/orientdb,ODatabaseDocumentAbstract.countView,537,0.9582393169403076
cara,70B,java,orientechnologies/orientdb,ODatabaseDocumentAbstract.countClass,538,0.9427528977394104
cara,70B,java,orientechnologies/orientdb,ODatabaseDocumentAbstract.activateOnCurrentThread,539,0.8500145673751831
cara,70B,java,orientechnologies/orientdb,OSecurityShared.authenticate,540,-0.050083138048648834
cara,70B,java,orientechnologies/orientdb,OSecurityShared.createMetadata,541,-0.7523183822631836
cara,70B,java,orientechnologies/orientdb,OFileClassic.create,542,-0.6003972887992859
cara,70B,java,orientechnologies/orientdb,OFileClassic.checkRegions,543,0.8778747916221619
cara,70B,java,orientechnologies/orientdb,OFileClassic.replaceContentWith,544,0.9350699186325073
cara,70B,java,orientechnologies/orientdb,ONodeManager.initReceiveMessages,545,0.9561444520950317
cara,70B,java,orientechnologies/orientdb,ONodeManager.initDiscoveryPing,546,0.9327821731567383
cara,70B,java,orientechnologies/orientdb,ONodeManager.initCheckDisconnect,547,0.8200833797454834
cara,70B,java,orientechnologies/orientdb,ONodeManager.initCheckLeader,548,0.894821047782898
cara,70B,java,orientechnologies/orientdb,ODistributedAbstractPlugin.executeOnLocalNode,549,-0.731660008430481
cara,70B,java,orientechnologies/orientdb,ODistributedAbstractPlugin.getNodesWithStatus,550,0.8461443185806274
cara,70B,java,orientechnologies/orientdb,ODistributedAbstractPlugin.installDatabaseFromNetwork,551,0.9898741245269775
cara,70B,java,orientechnologies/orientdb,OConflictResolverDatabaseRepairer.cancelRepairRecord,552,0.985429048538208
cara,70B,java,orientechnologies/orientdb,OConflictResolverDatabaseRepairer.enqueueRepairCluster,553,-0.3815646767616272
cara,70B,java,orientechnologies/orientdb,ODistributedDatabaseImpl.processRequest,554,-0.5046393275260925
cara,70B,java,orientechnologies/orientdb,OAbstract2pcTask.getPartitionKey,555,0.8425593376159668
cara,70B,java,orientechnologies/orientdb,OSequenceCached.nextWithNewCurrentValue,556,-0.1435556411743164
cara,70B,java,orientechnologies/orientdb,ScalableRWLock.addState,557,0.9067082405090332
cara,70B,java,orientechnologies/orientdb,OPrefixBTreeBucket.getValue,558,0.8905941843986511
cara,70B,java,orientechnologies/orientdb,OEmbeddedRidBag.swap,559,0.8749074935913086
cara,70B,java,orientechnologies/orientdb,ODatabaseDocumentRemote.executeReadRecord,560,-0.5464128255844116
cara,70B,java,orientechnologies/orientdb,OJson.toObjectDetermineType,561,-0.07250836491584778
cara,70B,java,orientechnologies/orientdb,JPAHandler.characters,562,0.771666407585144
cara,70B,java,orientechnologies/orientdb,OScriptExecutionPlan.executeFull,563,-0.45341309905052185
cara,70B,java,orientechnologies/orientdb,OObjectProxyMethodHandler.detach,564,0.8989548683166504
cara,70B,java,orientechnologies/orientdb,OObjectProxyMethodHandler.attach,565,0.891658365726471
cara,70B,java,orientechnologies/orientdb,ONative.getOpenFilesLimit,566,0.960736870765686
cara,70B,java,orientechnologies/orientdb,SpatialQueryBuilderOverlap.build,567,0.7309069633483887
cara,70B,java,orientechnologies/orientdb,OLuceneSpatialOperator.evaluateRecord,568,0.8989170789718628
cara,70B,java,orientechnologies/orientdb,OSelectExecutionPlanner.findPrefixes,569,0.9826393127441406
cara,70B,java,orientechnologies/orientdb,ORecordSerializerBinaryV1.getFieldSizeAndTypeFromCurrentPosition,570,0.959959089756012
cara,70B,java,orientechnologies/orientdb,OSelectExecutionPlanner.requiresMultipleIndexLookups,571,0.21522994339466095
cara,70B,java,orientechnologies/orientdb,ORecordSerializerBinaryV0.getPositionsFromEmbeddedCollection,572,0.9511042833328247
cara,70B,java,orientechnologies/orientdb,OAtomicOperation.checkChangesFilledUpTo,573,0.9208380579948425
cara,70B,java,orientechnologies/orientdb,OExecutionPlanCache.get,574,-0.6925085186958313
cara,70B,java,orientechnologies/orientdb,ODatabaseDocumentEmbedded.executeDeleteRecord,575,0.18317370116710663
cara,70B,java,orientechnologies/orientdb,OPropertyEmbedded.setTypeInternal,576,0.24474045634269714
cara,70B,java,orientechnologies/orientdb,OHazelcastPlugin.initSystemDatabase,577,0.9826199412345886
cara,70B,java,orientechnologies/orientdb,OReadersWriterSpinLock.tryAcquireReadLock,578,0.23804034292697906
cara,70B,java,orientechnologies/orientdb,OAbstractPaginatedStorage.handleJVMError,579,0.9671868085861206
cara,70B,java,orientechnologies/orientdb,OETLContext.printExceptionStackTrace,580,0.9845744371414185
cara,70B,java,orientechnologies/orientdb,OFileManager.buildJsonFromFile,581,0.9876401424407959
cara,70B,java,orientechnologies/orientdb,ODistributedResponseManagerImpl.collectResponse,582,-0.3656388521194458
cara,70B,java,orientechnologies/orientdb,ODistributedResponseManagerImpl.waitForSynchronousResponses,583,-0.026436179876327515
cara,70B,java,orientechnologies/orientdb,ODistributedResponseManagerImpl.getMissingNodes,584,-0.2713327407836914
cara,70B,java,orientechnologies/orientdb,ODistributedResponseManagerImpl.getConflictResponses,585,0.7777618169784546
cara,70B,java,orientechnologies/orientdb,ODistributedResponseManagerImpl.getBestResponsesGroup,586,0.8718204498291016
cara,70B,java,orientechnologies/orientdb,ODistributedResponseManagerImpl.computeQuorumResponse,587,0.9084236025810242
cara,70B,java,orientechnologies/orientdb,ODistributedResponseManagerImpl.getReceivedResponses,588,-0.416602224111557
cara,70B,java,orientechnologies/orientdb,OETLJob.status,589,0.04584074020385742
cara,70B,java,orientechnologies/orientdb,OETLHandler.executeImport,590,0.610095739364624
cara,70B,java,orientechnologies/orientdb,OETLHandler.status,591,-0.22356261312961578
cara,70B,java,orientechnologies/orientdb,OWALSegmentCache.truncate,592,0.99518221616745
cara,70B,java,orientechnologies/orientdb,ODirtyManager.mergeSet,593,-0.34419116377830505
cara,70B,java,orientechnologies/orientdb,OAbstractPaginatedStorage.preallocateRids,594,0.8604925870895386
cara,70B,java,orientechnologies/orientdb,OFileUtils.atomicMoveWithFallback,595,0.13185326755046844
cara,70B,java,orientechnologies/orientdb,OFileUtils.prepareForFileCreationOrReplacement,596,0.9222800731658936
cara,70B,java,orientechnologies/orientdb,OMicroTransaction.commit,597,-0.02916809171438217
cara,70B,java,orientechnologies/orientdb,OMicroTransaction.rollback,598,0.18924106657505035
cara,70B,java,orientechnologies/orientdb,OMicroTransaction.updateIdentityAfterRecordCommit,599,0.8652727007865906
cara,70B,java,real-logic/aeron,ClusterMember.determineMember,600,-0.1262604296207428
cara,70B,java,real-logic/aeron,SamplesUtil.mapCounters,601,0.7288615107536316
cara,70B,java,real-logic/aeron,BacklogStat.snapshot,602,-0.35737308859825134
cara,70B,java,real-logic/aeron,CommonContext.requestDriverTermination,603,0.8920599222183228
cara,70B,java,real-logic/aeron,TerminateDriverFlyweight.tokenBuffer,604,0.7418869733810425
cara,70B,java,real-logic/aeron,RecordingLog.findLastTerm,605,0.8515368700027466
cara,70B,java,real-logic/aeron,SamplesUtil.mapExistingFileReadOnly,606,-0.29245665669441223
cara,70B,java,real-logic/aeron,HeaderFlyweight.flagsToChars,607,0.9223741292953491
cara,70B,java,real-logic/aeron,Configuration.validateUnblockTimeout,608,0.3846936523914337
cara,70B,java,real-logic/aeron,ReplayMerge.close,609,0.28242701292037964
cara,70B,java,real-logic/aeron,ReplayMerge.doWork,610,0.2704330086708069
cara,70B,java,real-logic/aeron,Configuration.validateSessionIdRange,611,0.9588073492050171
cara,70B,java,real-logic/aeron,RecordingSubscriptionDescriptorPoller.reset,612,0.34794458746910095
cara,70B,java,real-logic/aeron,ArchiveProxy.listRecordingSubscriptions,613,-0.2183033525943756
cara,70B,java,real-logic/aeron,ClusterMember.hasActiveQuorum,614,0.949901282787323
cara,70B,java,real-logic/aeron,ConcurrentPublication.offer,615,0.6543682217597961
cara,70B,java,real-logic/aeron,Publication.offer,616,0.7723665237426758
cara,70B,java,real-logic/aeron,ExclusivePublication.offer,617,0.5880936980247498
cara,70B,java,real-logic/aeron,ExclusiveTermAppender.appendUnfragmentedMessage,618,0.9239994287490845
cara,70B,java,real-logic/aeron,ArchiveProxy.truncateRecording,619,0.9364540576934814
cara,70B,java,real-logic/aeron,ArchiveProxy.getStopPosition,620,0.8763947486877441
cara,70B,java,real-logic/aeron,AeronArchive.getStopPosition,621,0.8826560378074646
cara,70B,java,real-logic/aeron,RecordingLog.createRecoveryPlan,622,-0.6267050504684448
cara,70B,java,real-logic/aeron,ClusterMember.validateMemberEndpoints,623,0.9632858037948608
cara,70B,java,real-logic/aeron,ClusterMember.areSameEndpoints,624,0.3422303795814514
cara,70B,java,real-logic/aeron,ClusterMember.encodeAsString,625,0.9342713952064514
cara,70B,java,real-logic/aeron,ClusterMember.isNotDuplicateEndpoints,626,0.9135709404945374
cara,70B,java,real-logic/aeron,ClusterMember.findMemberIndex,627,0.9629747867584229
cara,70B,java,real-logic/aeron,ClusterMember.removeMember,628,0.9610385894775391
cara,70B,java,real-logic/aeron,ClusterMember.highMemberId,629,0.8314250707626343
cara,70B,java,real-logic/aeron,AeronCluster.offer,630,0.6675147414207458
cara,70B,java,real-logic/aeron,ChannelUri.initialPosition,631,0.2455095648765564
cara,70B,java,real-logic/aeron,ClusterMember.compareLog,632,0.8245298266410828
cara,70B,java,real-logic/aeron,ClusterMember.compareLog,633,0.45900964736938477
cara,70B,java,real-logic/aeron,ChannelUriStringBuilder.initialPosition,634,0.2838793396949768
cara,70B,java,real-logic/aeron,ChannelUri.channelTag,635,0.7468498349189758
cara,70B,java,real-logic/aeron,ChannelUri.entityTag,636,0.7744788527488708
cara,70B,java,real-logic/aeron,ChannelUri.getTag,637,0.4909322261810303
cara,70B,java,real-logic/aeron,RecoveryState.getSnapshotRecordingId,638,0.9397157430648804
cara,70B,java,real-logic/aeron,UdpChannel.matchesTag,639,0.8047352433204651
cara,70B,java,real-logic/aeron,PublicationImage.addDestination,640,0.9408732652664185
cara,70B,java,real-logic/aeron,StreamStat.snapshot,641,-0.29237985610961914
cara,70B,java,real-logic/aeron,HeartbeatStatus.allocate,642,0.906440794467926
cara,70B,java,real-logic/aeron,ClusterMember.reset,643,0.5422978401184082
cara,70B,java,real-logic/aeron,ClusterMember.isQuorumCandidate,644,0.9761047959327698
cara,70B,java,real-logic/aeron,ClusterMember.isUnanimousCandidate,645,0.9291471242904663
cara,70B,java,real-logic/aeron,ArchiveProxy.tryConnect,646,0.785900354385376
cara,70B,java,real-logic/aeron,ArchiveProxy.findLastMatchingRecording,647,0.04964308440685272
cara,70B,java,real-logic/aeron,AeronArchive.truncateRecording,648,0.969234824180603
cara,70B,java,real-logic/aeron,ArchiveProxy.getRecordingPosition,649,0.9546990394592285
cara,70B,java,real-logic/aeron,AeronArchive.findLastMatchingRecording,650,-0.02490406110882759
cara,70B,java,real-logic/aeron,ServiceHeartbeat.allocate,651,0.8575963377952576
cara,70B,java,real-logic/aeron,ServiceHeartbeat.findCounterId,652,0.8684787750244141
cara,70B,java,real-logic/aeron,ClusterMember.hasWonVoteOnFullCount,653,0.9628403782844543
cara,70B,java,real-logic/aeron,ClusterMember.hasMajorityVote,654,0.9556759595870972
cara,70B,java,real-logic/aeron,ClusterMember.addMemberStatusPublications,655,0.9253830909729004
cara,70B,java,real-logic/aeron,ClusterMember.closeMemberPublications,656,0.9809873104095459
cara,70B,java,real-logic/aeron,ClusterMember.resetLogPositions,657,0.9534399509429932
cara,70B,java,real-logic/aeron,ClusterMember.haveVotersReachedPosition,658,0.9219298362731934
cara,70B,java,real-logic/aeron,ChannelUriStringBuilder.linger,659,0.5686919093132019
cara,70B,java,real-logic/aeron,RecordingLog.tombstoneEntry,660,0.7078667879104614
cara,70B,java,real-logic/aeron,ClusterMember.quorumPosition,661,0.7450523972511292
cara,70B,java,real-logic/aeron,ArchiveProxy.extendRecording,662,0.8378915786743164
cara,70B,java,real-logic/aeron,ChannelUri.addSessionId,663,0.9284048080444336
cara,70B,java,real-logic/aeron,ClusterNodeRole.findCounterId,664,0.9318451285362244
cara,70B,java,real-logic/aeron,RecordingPos.isActive,665,0.9598352313041687
cara,70B,java,real-logic/aeron,RecordingLog.createRecoveryPlan,666,-0.697546660900116
cara,70B,java,real-logic/aeron,RecoveryState.hasReplay,667,0.9897449016571045
cara,70B,java,real-logic/aeron,RecordingLog.reload,668,0.8732121586799622
cara,70B,java,real-logic/aeron,RecoveryState.allocate,669,0.09837093949317932
cara,70B,java,real-logic/aeron,ClusteredServiceContainer.main,670,0.8200356960296631
cara,70B,java,real-logic/aeron,RecordingPos.findCounterIdByRecording,671,0.8526278734207153
cara,70B,java,real-logic/aeron,RecordingPos.findCounterIdBySession,672,0.8976570963859558
cara,70B,java,real-logic/aeron,ArchiveProxy.listRecording,673,0.6964686512947083
cara,70B,java,real-logic/aeron,ClusterControl.findControlToggle,674,0.8192019462585449
cara,70B,java,real-logic/aeron,RecordingLog.appendTerm,675,-0.043826874345541
cara,70B,java,real-logic/aeron,RecordingLog.appendSnapshot,676,-0.05672873184084892
cara,70B,java,real-logic/aeron,RecordingLog.commitLogPosition,677,0.9015339612960815
cara,70B,java,real-logic/aeron,RecordingPos.getRecordingId,678,0.9562521576881409
cara,70B,java,real-logic/aeron,ArchiveProxy.stopReplay,679,0.9657942652702332
cara,70B,java,real-logic/aeron,AeronArchive.stopReplay,680,0.9764873385429382
cara,70B,java,real-logic/aeron,RecordingDescriptorPoller.reset,681,0.3747367858886719
cara,70B,java,real-logic/aeron,ClientSession.offer,682,0.093523770570755
cara,70B,java,real-logic/aeron,CounterMessageFlyweight.keyBuffer,683,0.4093322157859802
cara,70B,java,real-logic/aeron,CounterMessageFlyweight.labelBuffer,684,0.39306461811065674
cara,70B,java,real-logic/aeron,ConcurrentPublication.offer,685,0.10297010838985443
cara,70B,java,real-logic/aeron,AeronCluster.close,686,0.31379684805870056
cara,70B,java,real-logic/aeron,StatusUtil.sendChannelStatus,687,0.7011260986328125
cara,70B,java,real-logic/aeron,StatusUtil.receiveChannelStatus,688,0.7726121544837952
cara,70B,java,real-logic/aeron,LogBufferDescriptor.checkPageSize,689,0.8521941900253296
cara,70B,java,real-logic/aeron,Configuration.validatePageSize,690,0.9460962414741516
cara,70B,java,real-logic/aeron,LogBufferDescriptor.casRawTail,691,0.6151052713394165
cara,70B,java,real-logic/aeron,ExclusivePublication.offer,692,0.47959765791893005
cara,70B,java,real-logic/aeron,ExclusiveTermAppender.appendFragmentedMessage,693,0.20114769041538239
cara,70B,java,real-logic/aeron,DirectBufferVector.validateAndComputeLength,694,0.43141093850135803
cara,70B,java,real-logic/aeron,DirectBufferVector.reset,695,0.955482542514801
cara,70B,java,real-logic/aeron,ClusteredMediaDriver.main,696,0.8426856994628906
cara,70B,java,real-logic/aeron,DirectBufferVector.validate,697,0.9486982822418213
cara,70B,java,real-logic/aeron,UdpChannel.description,698,-0.3381201922893524
cara,70B,java,real-logic/aeron,Configuration.validateSocketBufferLengths,699,0.8951401710510254
cara,70B,java,spring-projects/spring-security,CurrentSecurityContextArgumentResolver.resolveArgument,700,0.805343747138977
cara,70B,java,spring-projects/spring-security,CurrentSecurityContextArgumentResolver.isInvalidType,701,0.3613668382167816
cara,70B,java,spring-projects/spring-security,DefaultOAuth2AuthorizationRequestResolver.addPkceParameters,702,-0.18474383652210236
cara,70B,java,spring-projects/spring-security,JwtGrantedAuthoritiesConverter.convert,703,-0.08248438686132431
cara,70B,java,spring-projects/spring-security,NimbusJwtDecoder.decode,704,0.024188054725527763
cara,70B,java,spring-projects/spring-security,HttpSecurity.oauth2Client,705,0.9603505730628967
cara,70B,java,spring-projects/spring-security,ActiveDirectoryLdapAuthenticationProvider.setContextEnvironmentProperties,706,-0.3206818401813507
cara,70B,java,spring-projects/spring-security,AbstractAuthenticationFilterConfigurer.updateAccessDefaults,707,0.12533274292945862
cara,70B,java,spring-projects/spring-security,ReactiveRemoteJWKSource.getJWKSet,708,-0.2058866024017334
cara,70B,java,spring-projects/spring-security,AbstractAuthenticationTargetUrlRequestHandler.determineTargetUrl,709,0.17407554388046265
cara,70B,java,spring-projects/spring-security,SpringSecurityCoreVersion.getSpringVersion,710,-0.47364845871925354
cara,70B,java,spring-projects/spring-security,HttpSecurity.oauth2ResourceServer,711,0.9533871412277222
cara,70B,java,spring-projects/spring-security,OAuth2ClientConfigurer.clientRegistrationRepository,712,0.9484320282936096
cara,70B,java,spring-projects/spring-security,LdapShaPasswordEncoder.extractPrefix,713,0.08331696689128876
cara,70B,java,spring-projects/spring-security,MessageDigestPasswordEncoder.encode,714,0.9672124981880188
cara,70B,java,spring-projects/spring-security,MessageDigestPasswordEncoder.matches,715,0.9594262838363647
cara,70B,java,spring-projects/spring-security,DefaultLoginPageGeneratingFilter.setResolveHiddenInputs,716,0.7585065364837646
cara,70B,java,spring-projects/spring-security,ImplicitGrantConfigurer.clientRegistrationRepository,717,-0.10968691855669022
cara,70B,java,spring-projects/spring-security,UserDetailsResourceFactoryBean.fromString,718,0.9445598721504211
cara,70B,java,spring-projects/spring-security,AclClassIdUtils.identifierFrom,719,-0.21766190230846405
cara,70B,java,spring-projects/spring-security,Base64.getDecodabet,720,-0.005882106721401215
cara,70B,java,spring-projects/spring-security,SecurityJackson2Modules.createWhitelistedDefaultTyping,721,-0.37352609634399414
cara,70B,java,spring-projects/spring-security,ServerWebExchangeMatchers.pathMatchers,722,0.44026705622673035
cara,70B,java,spring-projects/spring-security,ServerWebExchangeMatchers.anyExchange,723,0.7696819305419922
cara,70B,java,spring-projects/spring-security,OAuth2LoginConfigurer.clientRegistrationRepository,724,0.9581382870674133
cara,70B,java,spring-projects/spring-security,WebSecurityConfigurerAdapter.createSharedObjects,725,-0.6576752066612244
cara,70B,java,spring-projects/spring-security,Pbkdf2PasswordEncoder.matches,726,0.9022842049598694
cara,70B,java,spring-projects/spring-security,LazyCsrfTokenRepository.generateToken,727,0.9037328958511353
cara,70B,java,spring-projects/spring-security,AbstractPreAuthenticatedProcessingFilter.principalChanged,728,0.2874225676059723
